merchant_id,merchant_name,email,url,payment_site_name,donation_classification,confidence_level,source_file,sic_code,in_70_donation_links,in_sic_8398
45472,Gizber* Cong. Khal Bais Shmiel,,https://secure.cardknox.com/gizbercongkhalbaisshmiel,gizbercongkhalbaisshmiel,Needs Review,Medium,Payfac,8398,no,yes
45781,Cong Mateh Efraim,,https://secure.cardknox.com/congmatehefraim,congmatehefraim,Needs Review,Medium,Payfac,8398,no,yes
45990,Chasuna Fund,,https://secure.cardknox.com/chasunafund,chasunafund,Needs Review,Medium,Payfac,8398,no,yes
46087,Kumi Uri,,https://secure.cardknox.com/kumiuri,kumiuri,Needs Review,Medium,Payfac,8398,no,yes
46114,Cong. Zlozitz,,https://secure.cardknox.com/congzlozitz1,congzlozitz1,Needs Review,Medium,Payfac,8398,no,yes
46338,Chayei Torah,,https://secure.cardknox.com/chayeitorah,chayeitorah,Needs Review,Medium,Payfac,8398,no,yes
46526,Chassidus Online,,https://secure.cardknox.com/chassidusonline,chassidusonline,Needs Review,Medium,Payfac,8398,no,yes
2883,Ateres Bnos,,https://secure.cardknox.com/ateresbnos,ateresbnos,Needs Review,Medium,Payfac,8398,no,yes
46650,Krovei Lev,,https://secure.cardknox.com/kroveilev,kroveilev,Needs Review,Medium,Payfac,8398,no,yes
46854,CONGREGATION NEFESH HACHAIM,,https://secure.cardknox.com/congregationnefeshhachaim2,congregationnefeshhachaim2,Needs Review,Medium,Payfac,8398,no,yes
46881,Gizber* Mosdos Csenger,,https://secure.cardknox.com/gizbermosdoscsenger1,gizbermosdoscsenger1,Needs Review,Medium,Payfac,8398,no,yes
47082,Mei Hadaas,,https://secure.cardknox.com/meihadaas,meihadaas,Needs Review,Medium,Payfac,8398,no,yes
47123,BM Breslov,,https://secure.cardknox.com/bmbreslov,bmbreslov,Needs Review,Medium,Payfac,8398,no,yes
47481,CYS SIMCHA FUND,,https://secure.cardknox.com/cyssimchafund,cyssimchafund,Needs Review,Medium,Payfac,8398,no,yes
47569,Cong Toldas Yakov Yosef,,https://secure.cardknox.com/congtoldasyakovyosef,congtoldasyakovyosef,Needs Review,Medium,Payfac,8398,no,yes
47570,Raise Thon,,https://secure.cardknox.com/raisethon,raisethon,Needs Review,Medium,Payfac,8398,no,yes
47662,KOLLEL OHR HATORAH INC,,https://secure.cardknox.com/kollelohrhatorahinc,kollelohrhatorahinc,Needs Review,Medium,Payfac,8398,no,yes
39712,Cong. Rakowitz,,https://secure.cardknox.com/congrakowitz,congrakowitz,Needs Review,Medium,Payfac,8398,no,yes
47902,Gizber* KTH Operating Account,,https://secure.cardknox.com/gizberkthoperatingaccount,gizberkthoperatingaccount,Needs Review,Medium,Payfac,8398,no,yes
48063,Bais Medrash Torah Utefilah,,https://secure.cardknox.com/baismedrashtorahutefilah,baismedrashtorahutefilah,Needs Review,Medium,Payfac,8398,no,yes
48281,CONGREGATION MERKAZ HATORAH INC.,,https://secure.cardknox.com/congregationmerkazhatorahinc,congregationmerkazhatorahinc,Needs Review,Medium,Payfac,8398,no,yes
48558,Beis Medrash Of Thiells,,https://secure.cardknox.com/beismedrashofthiells,beismedrashofthiells,Needs Review,Medium,Payfac,8398,no,yes
48281,CONGREGATION MERKAZ HATORAH INC.,,https://secure.cardknox.com/congregationmerkazhatorahinc1,congregationmerkazhatorahinc1,Needs Review,Medium,Payfac,8398,no,yes
48728,Gizber* RSK,,https://secure.cardknox.com/gizberrsk,gizberrsk,Needs Review,Medium,Payfac,8398,no,yes
48767,Rimanov Aishel,,https://secure.cardknox.com/rimanovaishel1,rimanovaishel1,Needs Review,Medium,Payfac,8398,no,yes
48959,Bais Medrash Of Cedarhurst,,https://secure.cardknox.com/baismedrashofcedarhurst,baismedrashofcedarhurst,Needs Review,Medium,Payfac,8398,no,yes
49001,Cong Khal Colomay,,https://secure.cardknox.com/congkhalcolomay,congkhalcolomay,Needs Review,Medium,Payfac,8398,no,yes
49193,Khal Ohr Hachochmoh,,https://secure.cardknox.com/khalohrhachochmoh1,khalohrhachochmoh1,Needs Review,Medium,Payfac,8398,no,yes
49193,Khal Ohr Hachochmoh,,https://secure.cardknox.com/khalohrhachochmoh2,khalohrhachochmoh2,Needs Review,Medium,Payfac,8398,no,yes
40335,Mamudes Spinka,,https://secure.cardknox.com/mamudesspinka,mamudesspinka,Needs Review,Medium,Payfac,8398,no,yes
39699,CONG. BETH ARYEH MIKVAH,,https://secure.cardknox.com/congregationbetharye,congregationbetharye,Needs Review,Medium,Payfac,8398,no,yes
49853,Toldos Avruhom Yitzchok Williamsburg,,https://secure.cardknox.com/toldosavruhomyitzchokwilliamsburg,toldosavruhomyitzchokwilliamsburg,Needs Review,Medium,Payfac,8398,no,yes
49885,The Reisman Family Foundation Inc,,https://secure.cardknox.com/thereismanfamilyfoundationinc2,thereismanfamilyfoundationinc2,Needs Review,Medium,Payfac,8398,no,yes
49992,KAJ OF MONSEY,,https://secure.cardknox.com/kajofmonsey,kajofmonsey,Needs Review,Medium,Payfac,8398,no,yes
50052,Tefillin Time,,https://secure.cardknox.com/tefillintime,tefillintime,Needs Review,Medium,Payfac,8398,no,yes
50267,Matmidim Learning Program,,https://secure.cardknox.com/matmidimlearningprogram,matmidimlearningprogram,Needs Review,Medium,Payfac,8398,no,yes
50490,Bais Yakov Nechemya,,https://secure.cardknox.com/baisyakovnechemya,baisyakovnechemya,Needs Review,Medium,Payfac,8398,no,yes
50697,Congregation Am Hashem,,https://secure.cardknox.com/congregationamhashem,congregationamhashem,Needs Review,Medium,Payfac,8398,no,yes
50719,SIMCHAS HACHAIM PUBLISHING,,https://secure.cardknox.com/shpretail,shpretail,Needs Review,Medium,Payfac,8398,no,yes
50847,Touch Of Care,,https://secure.cardknox.com/touchofcare,touchofcare,Needs Review,Medium,Payfac,8398,no,yes
50866,Metar Hasumayim Publishing,,https://secure.cardknox.com/metarhasumayimpublishing,metarhasumayimpublishing,Needs Review,Medium,Payfac,8398,no,yes
50869,Khal Bobov 45,,https://secure.cardknox.com/khalbobov45,khalbobov45,Needs Review,Medium,Payfac,8398,no,yes
50872,TORAT HAIM,,https://secure.cardknox.com/torathaim,torathaim,Needs Review,Medium,Payfac,8398,no,yes
51080,AFO Mosdos Keneses Yeshurun,,https://secure.cardknox.com/afomosdoskenesesyeshurun,afomosdoskenesesyeshurun,Needs Review,Medium,Payfac,8398,no,yes
51308,Skver - Monsey,,https://secure.cardknox.com/skvermonseyshul,skvermonseyshul,Needs Review,Medium,Payfac,8398,no,yes
51783,Rebbe Appreciation,,https://secure.cardknox.com/rebbeappreciation,rebbeappreciation,Needs Review,Medium,Payfac,8398,no,yes
51938,Chesed Lchasanim,,https://secure.cardknox.com/chesedlchasanim,chesedlchasanim,Needs Review,Medium,Payfac,8398,no,yes
40417,GF Tezdakah Fund,,https://secure.cardknox.com/gobiofffund,gobiofffund,Needs Review,Medium,Payfac,8398,no,yes
51957,Kupas Dexter Park Ahavas Chesed,,https://secure.cardknox.com/kupasdexterparkahavaschesed,kupasdexterparkahavaschesed,Needs Review,Medium,Payfac,8398,no,yes
50866,Metar Hasumayim Publishing,,https://secure.cardknox.com/metarhasumayimpublishing1,metarhasumayimpublishing1,Needs Review,Medium,Payfac,8398,no,yes
52001,Yeshivas Yam Hatalmud,,https://secure.cardknox.com/yeshivasyamhatalmud,yeshivasyamhatalmud,Needs Review,Medium,Payfac,8398,no,yes
52196,Mesoras Uvos,,https://secure.cardknox.com/mesorasuvos,mesorasuvos,Needs Review,Medium,Payfac,8398,no,yes
52429,LEILU NISHMAS FOUNDATION,,https://secure.cardknox.com/leilunishmasfoundation,leilunishmasfoundation,Needs Review,Medium,Payfac,8398,no,yes
52745,MECHON AVODA K'halacha,,https://secure.cardknox.com/mechonavodakhalacha,mechonavodakhalacha,Needs Review,Medium,Payfac,8398,no,yes
53042,Shifrah,,https://secure.cardknox.com/shifrah,shifrah,Needs Review,Medium,Payfac,8398,no,yes
53200,Liach Hazmunes Viznitz,,https://secure.cardknox.com/liachhazmunesviznitz,liachhazmunesviznitz,Needs Review,Medium,Payfac,8398,no,yes
53361,Bris Avrohom Shul,,https://secure.cardknox.com/brisavrohomshul,brisavrohomshul,Needs Review,Medium,Payfac,8398,no,yes
53596,Teach Me Torah Foundations,,https://secure.cardknox.com/teachmetorahfoundations,teachmetorahfoundations,Needs Review,Medium,Payfac,8398,no,yes
53620,Taamu,,https://secure.cardknox.com/taamu1,taamu1,Needs Review,Medium,Payfac,8398,no,yes
53659,Congregation Chayei Yisroel,,https://secure.cardknox.com/congregationchayeiyisroel,congregationchayeiyisroel,Needs Review,Medium,Payfac,8398,no,yes
53664,Mitzvah Fund,,https://secure.cardknox.com/mitzvahfund,mitzvahfund,Needs Review,Medium,Payfac,8398,no,yes
53772,VIEN MONSEY,,https://secure.cardknox.com/congvienmonsey,congvienmonsey,Needs Review,Medium,Payfac,8398,no,yes
53955,Lzchus Avos,,https://secure.cardknox.com/lzchusavos1,lzchusavos1,Needs Review,Medium,Payfac,8398,no,yes
54027,Gizber* CONG OHR HACHAIM OSHVAR,,https://secure.cardknox.com/gizbercongoshvar,gizbercongoshvar,Needs Review,Medium,Payfac,8398,no,yes
54141,Uta Of Lakewood School,,https://secure.cardknox.com/utaoflakewoodschool,utaoflakewoodschool,Needs Review,Medium,Payfac,8398,no,yes
54142,Cong Neimark,,https://secure.cardknox.com/congneimark,congneimark,Needs Review,Medium,Payfac,8398,no,yes
54146,Friends of OCT7KIDS,,https://secure.cardknox.com/friendsofoct7kids,friendsofoct7kids,Needs Review,Medium,Payfac,8398,no,yes
54166,Reconnect,,https://secure.cardknox.com/reconnect,reconnect,Needs Review,Medium,Payfac,8398,no,yes
54195,Khal Bnei Torah,,https://secure.cardknox.com/khalbneitorah,khalbneitorah,Needs Review,Medium,Payfac,8398,no,yes
54213,Talmud Torah Beis Yechiel,,https://secure.cardknox.com/talmudtorahbeisyechiel,talmudtorahbeisyechiel,Needs Review,Medium,Payfac,8398,no,yes
54289,Congregation Agudas Bochurim,,https://secure.cardknox.com/congregationagudasbochurim,congregationagudasbochurim,Needs Review,Medium,Payfac,8398,no,yes
54294,Cong Bais Israel Of Rugby - Anie Eretz Yisroel,,https://secure.cardknox.com/anieeretzyisroel,anieeretzyisroel,Needs Review,Medium,Payfac,8398,no,yes
54387,Midrash Zion,,https://secure.cardknox.com/midrashzion,midrashzion,Needs Review,Medium,Payfac,8398,no,yes
54650,Mishkan Shlomo,,https://secure.cardknox.com/mishkanshlomo1,mishkanshlomo1,Needs Review,Medium,Payfac,8398,no,yes
54840,Khal Bnei Aliyah,,https://secure.cardknox.com/khalbneialiyah1,khalbneialiyah1,Needs Review,Medium,Payfac,8398,no,yes
55132,Belz Cheider Events,,https://secure.cardknox.com/belzcheiderevents,belzcheiderevents,Needs Review,Medium,Payfac,8398,no,yes
55164,Shumati,,https://secure.cardknox.com/shumati3,shumati3,Needs Review,Medium,Payfac,8398,no,yes
55282,Chernobil Monsey,,https://secure.cardknox.com/chernobilmonsey,chernobilmonsey,Needs Review,Medium,Payfac,8398,no,yes
55373,Eitz Chaim,,https://secure.cardknox.com/eitzchaim2,eitzchaim2,Needs Review,Medium,Payfac,8398,no,yes
55760,Keren Yosef,,https://secure.cardknox.com/kerenyosef1,kerenyosef1,Needs Review,Medium,Payfac,8398,no,yes
55760,Keren Yosef,,https://secure.cardknox.com/kerenyosef,kerenyosef,Needs Review,Medium,Payfac,8398,no,yes
55937,MESIVTA Belz,,https://secure.cardknox.com/mesivtabelz,mesivtabelz,Needs Review,Medium,Payfac,8398,no,yes
56240,Yeshiva Gedola Of South Jersey,,https://secure.cardknox.com/yeshivagedolaofsouthjersey1,yeshivagedolaofsouthjersey1,Needs Review,Medium,Payfac,8398,no,yes
56427,KMH Rabbis Fund,,https://secure.cardknox.com/kmhrabbisfund1,kmhrabbisfund1,Needs Review,Medium,Payfac,8398,no,yes
56428,Kehal Glen Arden,,https://secure.cardknox.com/kehalglenarden,kehalglenarden,Needs Review,Medium,Payfac,8398,no,yes
56508,Gizber* Stree Rahway Shul,,https://secure.cardknox.com/gizberstreerahwayshul1,gizberstreerahwayshul1,Needs Review,Medium,Payfac,8398,no,yes
56734,Mamudos CG,,https://secure.cardknox.com/mamudoscg,mamudoscg,Needs Review,Medium,Payfac,8398,no,yes
56833,American Friends of Be'er Hatorah,,https://secure.cardknox.com/beerhatorahyeshiva,beerhatorahyeshiva,Needs Review,Medium,Payfac,8398,no,yes
57067,Congregation Tefilath Yeshurim Regency Estates Shul,,https://secure.cardknox.com/congregationtefilathyeshurim,congregationtefilathyeshurim,Needs Review,Medium,Payfac,8398,no,yes
57390,Bies Medresh Chernobil,,https://secure.cardknox.com/biesmedreshchernobil,biesmedreshchernobil,Needs Review,Medium,Payfac,8398,no,yes
57559,Zivugim INC,,https://secure.cardknox.com/zivugiminc,zivugiminc,Needs Review,Medium,Payfac,8398,no,yes
57752,Yeshiva Ohr Yisrael High School,,https://secure.cardknox.com/yoysupport,yoysupport,Needs Review,Medium,Payfac,8398,no,yes
57762,Yam Hachesed Vhatorah,,https://secure.cardknox.com/yamhachesedvhatorah1,yamhachesedvhatorah1,Needs Review,Medium,Payfac,8398,no,yes
57752,Yeshiva Ohr Yisrael High School,,https://secure.cardknox.com/yoymakeitcount,yoymakeitcount,Needs Review,Medium,Payfac,8398,no,yes
57752,Yeshiva Ohr Yisrael High School,,https://secure.cardknox.com/yoydayoflearning,yoydayoflearning,Needs Review,Medium,Payfac,8398,no,yes
57752,Yeshiva Ohr Yisrael High School,,https://secure.cardknox.com/yoygala,yoygala,Needs Review,Medium,Payfac,8398,no,yes
57752,Yeshiva Ohr Yisrael High School,,https://secure.cardknox.com/yoypta,yoypta,Needs Review,Medium,Payfac,8398,no,yes
57561,Meor Hachessed Lutzkin Inc,,https://secure.cardknox.com/meorhachessedlutzkininc,meorhachessedlutzkininc,Needs Review,Medium,Payfac,8398,no,yes
57875,Shtibel Belz,,https://secure.cardknox.com/shtibelbelz,shtibelbelz,Needs Review,Medium,Payfac,8398,no,yes
58454,Tzurchei Refuah,,https://secure.cardknox.com/tzurcheirefuah,tzurcheirefuah,Needs Review,Medium,Payfac,8398,no,yes
58802,Ohel Sura,,https://secure.cardknox.com/ohelsura,ohelsura,Needs Review,Medium,Payfac,8398,no,yes
59153,Gizber* Cong stree roselle,,https://secure.cardknox.com/gizbercongstreeroselle,gizbercongstreeroselle,Needs Review,Medium,Payfac,8398,no,yes
58952,The Woods Ravs Fund,,https://secure.cardknox.com/thewoodsravsfund,thewoodsravsfund,Needs Review,Medium,Payfac,8398,no,yes
59212,Midrash Ahi Ezer,,https://secure.cardknox.com/midrashahiezer,midrashahiezer,Needs Review,Medium,Payfac,8398,no,yes
58762,CONGREGATION ZUTSKE OF MONSEY,,https://secure.cardknox.com/congregationzutskeofmonsey,congregationzutskeofmonsey,Needs Review,Medium,Payfac,8398,no,yes
58977,Cong Ohel Moshe,,https://secure.cardknox.com/congohelmoshe,congohelmoshe,Needs Review,Medium,Payfac,8398,no,yes
60291,FAMILY IN CRISIS,,https://secure.cardknox.com/familyincrisis,familyincrisis,Needs Review,Medium,Payfac,8398,no,yes
60433,Zichron Yehudah,,https://secure.cardknox.com/zichronyehudah,zichronyehudah,Needs Review,Medium,Payfac,8398,no,yes
60617,Gizber* CONG BMTYT,,https://secure.cardknox.com/gizbercongbmtyt,gizbercongbmtyt,Needs Review,Medium,Payfac,8398,no,yes
60687,Gizber* Cong Brod,,https://secure.cardknox.com/gizbercongbrod,gizbercongbrod,Needs Review,Medium,Payfac,8398,no,yes
60982,American Friends Of Yeshiva Beer Yaakov,,https://secure.cardknox.com/americanfriendsofyeshivabeeryaakov,americanfriendsofyeshivabeeryaakov,Needs Review,Medium,Payfac,8398,no,yes
61012,Zoreia Tzedakos VBS,,https://secure.cardknox.com/zoreiatzedakosvbs,zoreiatzedakosvbs,Needs Review,Medium,Payfac,8398,no,yes
61194,Kipas Radishitz,,https://secure.cardknox.com/kipasradishitz,kipasradishitz,Needs Review,Medium,Payfac,8398,no,yes
61227,Howell Kollel,,https://secure.cardknox.com/howellkollel,howellkollel,Needs Review,Medium,Payfac,8398,no,yes
61456,IT Publications,,https://secure.cardknox.com/itpublications,itpublications,Needs Review,Medium,Payfac,8398,no,yes
61579,Beis Eliyahu,,https://secure.cardknox.com/beiseliyahu,beiseliyahu,Needs Review,Medium,Payfac,8398,no,yes
61629,Stolin Keren Ezer L'talmidim,,https://secure.cardknox.com/stolinkerenezerltalmidim,stolinkerenezerltalmidim,Needs Review,Medium,Payfac,8398,no,yes
61805,Bais Medrash Of Westgate Nusach Sefard,,https://secure.cardknox.com/baismedrashofwestgatenusachsefard,baismedrashofwestgatenusachsefard,Needs Review,Medium,Payfac,8398,no,yes
61977,Mifal Ahava V'chesed *Gizber,,https://secure.cardknox.com/mifalahavavchesedgizber,mifalahavavchesedgizber,Needs Review,Medium,Payfac,8398,no,yes
62109,Noam Hatorah,,https://secure.cardknox.com/noamhatorah1,noamhatorah1,Needs Review,Medium,Payfac,8398,no,yes
62191,Congregation Melrose,,https://secure.cardknox.com/congregationmelrose,congregationmelrose,Needs Review,Medium,Payfac,8398,no,yes
62192,Kollel Ohr Mordechai,,https://secure.cardknox.com/kollelohrmordechai,kollelohrmordechai,Needs Review,Medium,Payfac,8398,no,yes
62199,Kollel Tiferes Yosef,,https://secure.cardknox.com/kolleltiferesyosef,kolleltiferesyosef,Needs Review,Medium,Payfac,8398,no,yes
62201,Kupas Dexter Park,,https://secure.cardknox.com/kupasdexterpark,kupasdexterpark,Needs Review,Medium,Payfac,8398,no,yes
62264,Keren Or Premishlan,,https://secure.cardknox.com/kerenorpremishlan,kerenorpremishlan,Needs Review,Medium,Payfac,8398,no,yes
62352,Kollel Zichron Shmuel,,https://secure.cardknox.com/kollelzichronshmuel1,kollelzichronshmuel1,Needs Review,Medium,Payfac,8398,no,yes
62133,Congregation Avreichim,,https://secure.cardknox.com/congregationavreichim1,congregationavreichim1,Needs Review,Medium,Payfac,8398,no,yes
61584,Gizber* VAYIZRA YITZCHOK,,https://secure.cardknox.com/gizbervayizrayitzchok,gizbervayizrayitzchok,Needs Review,Medium,Payfac,8398,no,yes
62554,Keren Talmidei Noam,,https://secure.cardknox.com/kerentalmideinoam,kerentalmideinoam,Needs Review,Medium,Payfac,8398,no,yes
62672,Comfort Zone Community,,https://secure.cardknox.com/comfortzonecommunity1,comfortzonecommunity1,Needs Review,Medium,Payfac,8398,no,yes
54141,Uta Of Lakewood School,,https://secure.cardknox.com/utaoflakewoodtippinglink,utaoflakewoodtippinglink,Needs Review,Medium,Payfac,8398,no,yes
62945,MYRCB Alumni Minyan of Avenue I,,https://secure.cardknox.com/myrcbalumniminyanofavenuei,myrcbalumniminyanofavenuei,Needs Review,Medium,Payfac,8398,no,yes
62882,Gemach Of Tanglewood,,https://secure.cardknox.com/gemachoftanglewood,gemachoftanglewood,Needs Review,Medium,Payfac,8398,no,yes
62986,Tiferes Yakov,,https://secure.cardknox.com/tiferesyakov,tiferesyakov,Needs Review,Medium,Payfac,8398,no,yes
63506,Keren Achdus,,https://secure.cardknox.com/kerenachdus,kerenachdus,Needs Review,Medium,Payfac,8398,no,yes
63507,Congregation Zichron Yehoshua 4,,https://secure.cardknox.com/congregationzichronyehoshua4,congregationzichronyehoshua4,Needs Review,Medium,Payfac,8398,no,yes
63596,Zhitomir,,https://secure.cardknox.com/zhitomir,zhitomir,Needs Review,Medium,Payfac,8398,no,yes
63899,Cong. Dinov Kipes Rabeiny,,https://secure.cardknox.com/congdinovkipesrabeiny,congdinovkipesrabeiny,Needs Review,Medium,Payfac,8398,no,yes
63895,Cong Yetev Lev - Walworth,,https://secure.cardknox.com/convyetevlevwalworth,convyetevlevwalworth,Needs Review,Medium,Payfac,8398,no,yes
64027,KEHILAT SEFARADIM BENEI TORAH,,https://secure.cardknox.com/kehilatsefaradimbeneitorah,kehilatsefaradimbeneitorah,Needs Review,Medium,Payfac,8398,no,yes
63603,Zichron Shmuel Inc,,https://secure.cardknox.com/zichronshmuelinc,zichronshmuelinc,Needs Review,Medium,Payfac,8398,no,yes
64182,Bais Medrash Of S. Candlewood,,https://secure.cardknox.com/baismedrashofscandlewood,baismedrashofscandlewood,Needs Review,Medium,Payfac,8398,no,yes
64284,khal ohr zorach acct c,,https://secure.cardknox.com/khalohrzorachcharityfund,khalohrzorachcharityfund,Donation,High,Payfac,8398,yes,yes
63957,Aishel Avraham Avinu,,https://secure.cardknox.com/aishelavrahamavinu,aishelavrahamavinu,Needs Review,Medium,Payfac,8398,no,yes
64319,Ezras Rayim,,https://secure.cardknox.com/ezrasrayim,ezrasrayim,Needs Review,Medium,Payfac,8398,no,yes
64679,Zichron Chaim - Tzedakos,,https://secure.cardknox.com/zichronchaimtzedakos,zichronchaimtzedakos,Needs Review,Medium,Payfac,8398,no,yes
64652,Zichron Chaim - Donations,,https://secure.cardknox.com/zichronchaimdonations,zichronchaimdonations,Donation,High,Payfac,8398,yes,yes
64650,Chaburas Princeton,,https://secure.cardknox.com/chaburasprinceton,chaburasprinceton,Needs Review,Medium,Payfac,8398,no,yes
64762,Cong Rimanov,,https://secure.cardknox.com/congrimanov,congrimanov,Needs Review,Medium,Payfac,8398,no,yes
64866,Yuhrzeit,,https://secure.cardknox.com/yuhrzeit,yuhrzeit,Needs Review,Medium,Payfac,8398,no,yes
64878,Yeshivah Gedolah Of West Orange,,https://secure.cardknox.com/yeshivahgedolahofwestorange,yeshivahgedolahofwestorange,Needs Review,Medium,Payfac,8398,no,yes
65528,Dating Resources Network,,https://secure.cardknox.com/datingresourcesnetwork1,datingresourcesnetwork1,Needs Review,Medium,Payfac,8398,no,yes
65503,Cong Shar Hashamayim Kollel,,https://secure.cardknox.com/congsharhashamayimkollel,congsharhashamayimkollel,Needs Review,Medium,Payfac,8398,no,yes
65528,Dating Resources Network,,https://secure.cardknox.com/datingresourcesnetwork1,datingresourcesnetwork1,Needs Review,Medium,Payfac,8398,no,yes
65528,Dating Resources Network,,https://secure.cardknox.com/datingresourcesnetwork,datingresourcesnetwork,Needs Review,Medium,Payfac,8398,no,yes
65704,NCFJE 1,,https://secure.cardknox.com/ncfje1,ncfje1,Needs Review,Medium,Payfac,8398,no,yes
65816,Keren Yehoshua,,https://secure.cardknox.com/kerenyehoshua,kerenyehoshua,Needs Review,Medium,Payfac,8398,no,yes
65976,The Daily Sicha,,https://secure.cardknox.com/thedailysicha,thedailysicha,Needs Review,Medium,Payfac,8398,no,yes
66041,Chavivim Dispatch,,https://secure.cardknox.com/chavivimdispatch,chavivimdispatch,Needs Review,Medium,Payfac,8398,no,yes
66166,Yaldainu,,https://secure.cardknox.com/yaldainu,yaldainu,Needs Review,Medium,Payfac,8398,no,yes
66152,Keren Yedidim,,https://secure.cardknox.com/kerenyedidim,kerenyedidim,Needs Review,Medium,Payfac,8398,no,yes
66112,Cong Pnei Miven,,https://secure.cardknox.com/congpneimiven,congpneimiven,Needs Review,Medium,Payfac,8398,no,yes
66267,Beer Shel Miriam,,https://secure.cardknox.com/beershelmiriam,beershelmiriam,Needs Review,Medium,Payfac,8398,no,yes
66336,Khal Silver Pond,,https://secure.cardknox.com/khalsilverpond,khalsilverpond,Needs Review,Medium,Payfac,8398,no,yes
66377,Zichron Avrohom Chaim,,https://secure.cardknox.com/zichronavrohomchaim,zichronavrohomchaim,Needs Review,Medium,Payfac,8398,no,yes
66472,KHAL BNEI TORAH,,https://secure.cardknox.com/khalbneitorah1,khalbneitorah1,Needs Review,Medium,Payfac,8398,no,yes
66609,US Friends Of Oneg Shabbos,,https://secure.cardknox.com/usfriendsofonegshabbos1,usfriendsofonegshabbos1,Needs Review,Medium,Payfac,8398,no,yes
58762,CONGREGATION ZUTSKE OF MONSEY,,https://secure.cardknox.com/congregationzutskeofmonsey1,congregationzutskeofmonsey1,Needs Review,Medium,Payfac,8398,no,yes
66751,Uvlechtechu Baderech,,https://secure.cardknox.com/uvlechtechubaderech,uvlechtechubaderech,Needs Review,Medium,Payfac,8398,no,yes
67154,Belz Shlav Gimil,,https://secure.cardknox.com/belzshlavgimil,belzshlavgimil,Needs Review,Medium,Payfac,8398,no,yes
66892,SY Marriage Fund,,https://secure.cardknox.com/symarriagefund,symarriagefund,Needs Review,Medium,Payfac,8398,no,yes
67118,Nachlas Yisroel Yitzchak,,https://secure.cardknox.com/nachlasyisroelyitzchak1,nachlasyisroelyitzchak1,Needs Review,Medium,Payfac,8398,no,yes
