merchant_id,merchant_name,email,url,payment_site_name,donation_classification,confidence_level,source_file,sic_code,in_70_donation_links,in_sic_8398
45990,Chasuna Fund,chasunahfund1@gmail.com,https://secure.cardknox.com/chasunafund,chasunafund,Needs Review,Medium,Payfac,8398,no,yes
46087,Kumi Uri,nb.kumiuri@gmail.com,https://secure.cardknox.com/kumiuri,kumiuri,Needs Review,Medium,Payfac,8398,no,yes
46114,Cong. Zlozitz,zlozitz@gmail.com,https://secure.cardknox.com/congzlozitz1,congzlozitz1,Needs Review,Medium,Payfac,8398,no,yes
46338,Chayei Torah,a4455175@gmail.com,https://secure.cardknox.com/chayeitorah,chayeitorah,Needs Review,Medium,Payfac,8398,no,yes
46526,Chassidus Online,zalmen4@gmail.com,https://secure.cardknox.com/chassidusonline,chassidusonline,Needs Review,Medium,Payfac,8398,no,yes
2883,Ateres Bnos,ateresbonois@gmail.com,https://secure.cardknox.com/ateresbnos,ateresbnos,Needs Review,Medium,Payfac,8398,no,yes
46650,Krovei Lev,yehuda@kroveilev.org,https://secure.cardknox.com/kroveilev,kroveilev,Needs Review,Medium,Payfac,8398,no,yes
46854,CONGREGATION NEFESH HACHAIM,congnefeshhachaim@gmail.com,https://secure.cardknox.com/congregationnefeshhachaim2,congregationnefeshhachaim2,Needs Review,Medium,Payfac,8398,no,yes
46881,Gizber* Mosdos Csenger,csenger999@gmail.com,https://secure.cardknox.com/gizbermosdoscsenger1,gizbermosdoscsenger1,Needs Review,Medium,Payfac,8398,no,yes
47082,Mei Hadaas,sa@meihadaas.com,https://secure.cardknox.com/meihadaas,meihadaas,Needs Review,Medium,Payfac,8398,no,yes
47123,BM Breslov,yossifk@gmail.com,https://secure.cardknox.com/bmbreslov,bmbreslov,Needs Review,Medium,Payfac,8398,no,yes
47481,CYS SIMCHA FUND,neurathsimchafund613@gmail.com,https://secure.cardknox.com/cyssimchafund,cyssimchafund,Needs Review,Medium,Payfac,8398,no,yes
47569,Cong Toldas Yakov Yosef,moshegoldman19@gmail.com,https://secure.cardknox.com/congtoldasyakovyosef,congtoldasyakovyosef,Needs Review,Medium,Payfac,8398,no,yes
47570,Raise Thon,levi@raisethon.com,https://secure.cardknox.com/raisethon,raisethon,Needs Review,Medium,Payfac,8398,no,yes
47662,KOLLEL OHR HATORAH INC,morris@embeestores.com,https://secure.cardknox.com/kollelohrhatorahinc,kollelohrhatorahinc,Needs Review,Medium,Payfac,8398,no,yes
39712,Cong. Rakowitz,congrakowitz@gmail.com,https://secure.cardknox.com/congrakowitz,congrakowitz,Needs Review,Medium,Payfac,8398,no,yes
47902,Gizber* KTH Operating Account,kthayeshivos@gmail.com,https://secure.cardknox.com/gizberkthoperatingaccount,gizberkthoperatingaccount,Needs Review,Medium,Payfac,8398,no,yes
48063,Bais Medrash Torah Utefilah,samuelf751@gmail.com,https://secure.cardknox.com/baismedrashtorahutefilah,baismedrashtorahutefilah,Needs Review,Medium,Payfac,8398,no,yes
48281,CONGREGATION MERKAZ HATORAH INC.,bartleymikva@gmail.com,https://secure.cardknox.com/congregationmerkazhatorahinc,congregationmerkazhatorahinc,Needs Review,Medium,Payfac,8398,no,yes
48558,Beis Medrash Of Thiells,bmofthiells@gmail.com,https://secure.cardknox.com/beismedrashofthiells,beismedrashofthiells,Needs Review,Medium,Payfac,8398,no,yes
48281,CONGREGATION MERKAZ HATORAH INC.,bartleymikva@gmail.com,https://secure.cardknox.com/congregationmerkazhatorahinc1,congregationmerkazhatorahinc1,Needs Review,Medium,Payfac,8398,no,yes
48728,Gizber* RSK,ar@rsk.org,https://secure.cardknox.com/gizberrsk,gizberrsk,Needs Review,Medium,Payfac,8398,no,yes
48767,Rimanov Aishel,congrimanov@gmail.com,https://secure.cardknox.com/rimanovaishel1,rimanovaishel1,Needs Review,Medium,Payfac,8398,no,yes
48959,Bais Medrash Of Cedarhurst,simon@c2cusa.com,https://secure.cardknox.com/baismedrashofcedarhurst,baismedrashofcedarhurst,Needs Review,Medium,Payfac,8398,no,yes
49001,Cong Khal Colomay,khalcolomay@gmail.com,https://secure.cardknox.com/congkhalcolomay,congkhalcolomay,Needs Review,Medium,Payfac,8398,no,yes
49193,Khal Ohr Hachochmoh,officekhalohr@gmail.com,https://secure.cardknox.com/khalohrhachochmoh1,khalohrhachochmoh1,Needs Review,Medium,Payfac,8398,no,yes
49193,Khal Ohr Hachochmoh,officekhalohr@gmail.com,https://secure.cardknox.com/khalohrhachochmoh2,khalohrhachochmoh2,Needs Review,Medium,Payfac,8398,no,yes
40335,Mamudes Spinka,duvidstreicher@gmail.com,https://secure.cardknox.com/mamudesspinka,mamudesspinka,Needs Review,Medium,Payfac,8398,no,yes
39699,CONG. BETH ARYEH MIKVAH,rabbisheakatz@gmail.com,https://secure.cardknox.com/congregationbetharye,congregationbetharye,Needs Review,Medium,Payfac,8398,no,yes
49853,Toldos Avruhom Yitzchok Williamsburg,eliweber2@gmail.com,https://secure.cardknox.com/toldosavruhomyitzchokwilliamsburg,toldosavruhomyitzchokwilliamsburg,Needs Review,Medium,Payfac,8398,no,yes
49885,The Reisman Family Foundation Inc,thereismangroup@gmail.com,https://secure.cardknox.com/thereismanfamilyfoundationinc2,thereismanfamilyfoundationinc2,Needs Review,Medium,Payfac,8398,no,yes
49992,KAJ OF MONSEY,billing@kajmonsey.org,https://secure.cardknox.com/kajofmonsey,kajofmonsey,Needs Review,Medium,Payfac,8398,no,yes
50052,Tefillin Time,mylesmiller@brooklynbottling.com,https://secure.cardknox.com/tefillintime,tefillintime,Needs Review,Medium,Payfac,8398,no,yes
50267,Matmidim Learning Program,yosefohayon@fastmail.com,https://secure.cardknox.com/matmidimlearningprogram,matmidimlearningprogram,Needs Review,Medium,Payfac,8398,no,yes
50490,Bais Yakov Nechemya,bynkj277@gmail.com,https://secure.cardknox.com/baisyakovnechemya,baisyakovnechemya,Needs Review,Medium,Payfac,8398,no,yes
50697,Congregation Am Hashem,cong.amhashem@gmail.com,https://secure.cardknox.com/congregationamhashem,congregationamhashem,Needs Review,Medium,Payfac,8398,no,yes
50719,SIMCHAS HACHAIM PUBLISHING,secretary@ygby.org,https://secure.cardknox.com/shpretail,shpretail,Needs Review,Medium,Payfac,8398,no,yes
50847,Touch Of Care,info@touchofcare.org,https://secure.cardknox.com/touchofcare,touchofcare,Needs Review,Medium,Payfac,8398,no,yes
50866,Metar Hasumayim Publishing,6646060@gmail.com,https://secure.cardknox.com/metarhasumayimpublishing,metarhasumayimpublishing,Needs Review,Medium,Payfac,8398,no,yes
50869,Khal Bobov 45,"Nr@bobovusa.org, ag@bobovusa.org",https://secure.cardknox.com/khalbobov45,khalbobov45,Needs Review,Medium,Payfac,8398,no,yes
50872,TORAT HAIM,zev@chdcresthome.com,https://secure.cardknox.com/torathaim,torathaim,Needs Review,Medium,Payfac,8398,no,yes
51080,AFO Mosdos Keneses Yeshurun,rf8861735@gmail.com,https://secure.cardknox.com/afomosdoskenesesyeshurun,afomosdoskenesesyeshurun,Needs Review,Medium,Payfac,8398,no,yes
51308,Skver - Monsey,SkverMonseyShul@gmail.com,https://secure.cardknox.com/skvermonseyshul,skvermonseyshul,Needs Review,Medium,Payfac,8398,no,yes
51783,Rebbe Appreciation,Rebbeappreciation@gmail.com,https://secure.cardknox.com/rebbeappreciation,rebbeappreciation,Needs Review,Medium,Payfac,8398,no,yes
51938,Chesed Lchasanim,chesedlchasanim@gmail.com,https://secure.cardknox.com/chesedlchasanim,chesedlchasanim,Needs Review,Medium,Payfac,8398,no,yes
40417,GF Tezdakah Fund,hgobioff@cardknox.com,https://secure.cardknox.com/gobiofffund,gobiofffund,Needs Review,Medium,Payfac,8398,no,yes
51957,Kupas Dexter Park Ahavas Chesed,Kupasdexterpark@gmail.com,https://secure.cardknox.com/kupasdexterparkahavaschesed,kupasdexterparkahavaschesed,Needs Review,Medium,Payfac,8398,no,yes
50866,Metar Hasumayim Publishing,6646060@gmail.com,https://secure.cardknox.com/metarhasumayimpublishing1,metarhasumayimpublishing1,Needs Review,Medium,Payfac,8398,no,yes
52001,Yeshivas Yam Hatalmud,office@yamhatalmudfl.org,https://secure.cardknox.com/yeshivasyamhatalmud,yeshivasyamhatalmud,Needs Review,Medium,Payfac,8398,no,yes
52196,Mesoras Uvos,4255420@gmail.com,https://secure.cardknox.com/mesorasuvos,mesorasuvos,Needs Review,Medium,Payfac,8398,no,yes
52429,LEILU NISHMAS FOUNDATION,Maclbloom@gmail.com,https://secure.cardknox.com/leilunishmasfoundation,leilunishmasfoundation,Needs Review,Medium,Payfac,8398,no,yes
52745,MECHON AVODA K'halacha,office@avodakhalacha.org,https://secure.cardknox.com/mechonavodakhalacha,mechonavodakhalacha,Needs Review,Medium,Payfac,8398,no,yes
53042,Shifrah,info@shifrah.org,https://secure.cardknox.com/shifrah,shifrah,Needs Review,Medium,Payfac,8398,no,yes
53200,Liach Hazmunes Viznitz,billing@viznitzkiamesha.com,https://secure.cardknox.com/liachhazmunesviznitz,liachhazmunesviznitz,Needs Review,Medium,Payfac,8398,no,yes
53361,Bris Avrohom Shul,dnnwilansky@yahoo.com,https://secure.cardknox.com/brisavrohomshul,brisavrohomshul,Needs Review,Medium,Payfac,8398,no,yes
53596,Teach Me Torah Foundations,yomtov954@gmail.com,https://secure.cardknox.com/teachmetorahfoundations,teachmetorahfoundations,Needs Review,Medium,Payfac,8398,no,yes
53620,Taamu,aryehroyde@gmail.com,https://secure.cardknox.com/taamu1,taamu1,Needs Review,Medium,Payfac,8398,no,yes
53659,Congregation Chayei Yisroel,bymunk@gmail.com,https://secure.cardknox.com/congregationchayeiyisroel,congregationchayeiyisroel,Needs Review,Medium,Payfac,8398,no,yes
53664,Mitzvah Fund,westgatemc1@gmail.com,https://secure.cardknox.com/mitzvahfund,mitzvahfund,Needs Review,Medium,Payfac,8398,no,yes
53772,VIEN MONSEY,congtyvien@gmail.com,https://secure.cardknox.com/congvienmonsey,congvienmonsey,Needs Review,Medium,Payfac,8398,no,yes
53955,Lzchus Avos,Yandfgross@gmail.com,https://secure.cardknox.com/lzchusavos1,lzchusavos1,Needs Review,Medium,Payfac,8398,no,yes
54027,Gizber* CONG OHR HACHAIM OSHVAR,chayaf36@gmail.com,https://secure.cardknox.com/gizbercongoshvar,gizbercongoshvar,Needs Review,Medium,Payfac,8398,no,yes
54141,Uta Of Lakewood School,sy.matyas@uta.school,https://secure.cardknox.com/utaoflakewoodschool,utaoflakewoodschool,Needs Review,Medium,Payfac,8398,no,yes
54142,Cong Neimark,cong.neimark@gmail.com,https://secure.cardknox.com/congneimark,congneimark,Needs Review,Medium,Payfac,8398,no,yes
54146,Friends of OCT7KIDS,yesharag@gmail.com,https://secure.cardknox.com/friendsofoct7kids,friendsofoct7kids,Needs Review,Medium,Payfac,8398,no,yes
54166,Reconnect,navazelman@gmail.com,https://secure.cardknox.com/reconnect,reconnect,Needs Review,Medium,Payfac,8398,no,yes
54195,Khal Bnei Torah,zafrani@yeshivanet.com,https://secure.cardknox.com/khalbneitorah,khalbneitorah,Needs Review,Medium,Payfac,8398,no,yes
54213,Talmud Torah Beis Yechiel,mkttby@gmail.com,https://secure.cardknox.com/talmudtorahbeisyechiel,talmudtorahbeisyechiel,Needs Review,Medium,Payfac,8398,no,yes
54289,Congregation Agudas Bochurim,mottyszanzer@gmail.com,https://secure.cardknox.com/congregationagudasbochurim,congregationagudasbochurim,Needs Review,Medium,Payfac,8398,no,yes
54294,Cong Bais Israel Of Rugby - Anie Eretz Yisroel,dovid018@gmail.com,https://secure.cardknox.com/anieeretzyisroel,anieeretzyisroel,Needs Review,Medium,Payfac,8398,no,yes
54387,Midrash Zion,midrashzion@yahoo.com,https://secure.cardknox.com/midrashzion,midrashzion,Needs Review,Medium,Payfac,8398,no,yes
54650,Mishkan Shlomo,isaaccohen2255@gmail.com,https://secure.cardknox.com/mishkanshlomo1,mishkanshlomo1,Needs Review,Medium,Payfac,8398,no,yes
54840,Khal Bnei Aliyah,khalbneialiyah@gmail.com,https://secure.cardknox.com/khalbneialiyah1,khalbneialiyah1,Needs Review,Medium,Payfac,8398,no,yes
55132,Belz Cheider Events,csfleischman@mosdosbelzusa.org,https://secure.cardknox.com/belzcheiderevents,belzcheiderevents,Needs Review,Medium,Payfac,8398,no,yes
55164,Shumati,info@shumati.org,https://secure.cardknox.com/shumati3,shumati3,Needs Review,Medium,Payfac,8398,no,yes
55282,Chernobil Monsey,chernobil10952@gmail.com,https://secure.cardknox.com/chernobilmonsey,chernobilmonsey,Needs Review,Medium,Payfac,8398,no,yes
55373,Eitz Chaim,chaburoseitzchaim@gmail.com,https://secure.cardknox.com/eitzchaim2,eitzchaim2,Needs Review,Medium,Payfac,8398,no,yes
55760,Keren Yosef,Leiser.naftali@gmail.com,https://secure.cardknox.com/kerenyosef1,kerenyosef1,Needs Review,Medium,Payfac,8398,no,yes
55760,Keren Yosef,Leiser.naftali@gmail.com,https://secure.cardknox.com/kerenyosef,kerenyosef,Needs Review,Medium,Payfac,8398,no,yes
55937,MESIVTA Belz,3472628072l@gmail.com,https://secure.cardknox.com/mesivtabelz,mesivtabelz,Needs Review,Medium,Payfac,8398,no,yes
56240,Yeshiva Gedola Of South Jersey,office@ygsj.org,https://secure.cardknox.com/yeshivagedolaofsouthjersey1,yeshivagedolaofsouthjersey1,Needs Review,Medium,Payfac,8398,no,yes
56427,KMH Rabbis Fund,rabbi@kmhshul.com,https://secure.cardknox.com/kmhrabbisfund1,kmhrabbisfund1,Needs Review,Medium,Payfac,8398,no,yes
56428,Kehal Glen Arden,kehalglenarden@gmail.com,https://secure.cardknox.com/kehalglenarden,kehalglenarden,Needs Review,Medium,Payfac,8398,no,yes
56508,Gizber* Stree Rahway Shul,chananyageld@gmail.com,https://secure.cardknox.com/gizberstreerahwayshul1,gizberstreerahwayshul1,Needs Review,Medium,Payfac,8398,no,yes
56734,Mamudos CG,candidatecg@gmail.com,https://secure.cardknox.com/mamudoscg,mamudoscg,Needs Review,Medium,Payfac,8398,no,yes
56833,American Friends of Be'er Hatorah,pninalevy3@gmail.com,https://secure.cardknox.com/beerhatorahyeshiva,beerhatorahyeshiva,Needs Review,Medium,Payfac,8398,no,yes
57067,Congregation Tefilath Yeshurim Regency Estates Shul,buildermk@gmail.com,https://secure.cardknox.com/congregationtefilathyeshurim,congregationtefilathyeshurim,Needs Review,Medium,Payfac,8398,no,yes
57390,Bies Medresh Chernobil,chernobil41@gmail.com,https://secure.cardknox.com/biesmedreshchernobil,biesmedreshchernobil,Needs Review,Medium,Payfac,8398,no,yes
57559,Zivugim INC,dov@toys2discover.com,https://secure.cardknox.com/zivugiminc,zivugiminc,Needs Review,Medium,Payfac,8398,no,yes
57752,Yeshiva Ohr Yisrael High School,office@ohryisrael.com,https://secure.cardknox.com/yoysupport,yoysupport,Needs Review,Medium,Payfac,8398,no,yes
57762,Yam Hachesed Vhatorah,Kedishasyosefleifer@gmail.com,https://secure.cardknox.com/yamhachesedvhatorah1,yamhachesedvhatorah1,Needs Review,Medium,Payfac,8398,no,yes
57752,Yeshiva Ohr Yisrael High School,office@ohryisrael.com,https://secure.cardknox.com/yoymakeitcount,yoymakeitcount,Needs Review,Medium,Payfac,8398,no,yes
57752,Yeshiva Ohr Yisrael High School,office@ohryisrael.com,https://secure.cardknox.com/yoydayoflearning,yoydayoflearning,Needs Review,Medium,Payfac,8398,no,yes
57752,Yeshiva Ohr Yisrael High School,office@ohryisrael.com,https://secure.cardknox.com/yoygala,yoygala,Needs Review,Medium,Payfac,8398,no,yes
57752,Yeshiva Ohr Yisrael High School,office@ohryisrael.com,https://secure.cardknox.com/yoypta,yoypta,Needs Review,Medium,Payfac,8398,no,yes
57561,Meor Hachessed Lutzkin Inc,m9295631794@gmail.com,https://secure.cardknox.com/meorhachessedlutzkininc,meorhachessedlutzkininc,Needs Review,Medium,Payfac,8398,no,yes
57875,Shtibel Belz,shtibel101@gmail.com,https://secure.cardknox.com/shtibelbelz,shtibelbelz,Needs Review,Medium,Payfac,8398,no,yes
58454,Tzurchei Refuah,billing@ckzd.org,https://secure.cardknox.com/tzurcheirefuah,tzurcheirefuah,Needs Review,Medium,Payfac,8398,no,yes
58802,Ohel Sura,hershy@sheilamanagement.com,https://secure.cardknox.com/ohelsura,ohelsura,Needs Review,Medium,Payfac,8398,no,yes
59153,Gizber* Cong stree roselle,7493095@gmail.com,https://secure.cardknox.com/gizbercongstreeroselle,gizbercongstreeroselle,Needs Review,Medium,Payfac,8398,no,yes
58952,The Woods Ravs Fund,RabbiSchorrFund@gmail.com,https://secure.cardknox.com/thewoodsravsfund,thewoodsravsfund,Needs Review,Medium,Payfac,8398,no,yes
59212,Midrash Ahi Ezer,midrashahiezer@gmail.com,https://secure.cardknox.com/midrashahiezer,midrashahiezer,Needs Review,Medium,Payfac,8398,no,yes
58762,CONGREGATION ZUTSKE OF MONSEY,zutskeofmonsey@gmail.com,https://secure.cardknox.com/congregationzutskeofmonsey,congregationzutskeofmonsey,Needs Review,Medium,Payfac,8398,no,yes
58977,Cong Ohel Moshe,moisheohel@gmail.com,https://secure.cardknox.com/congohelmoshe,congohelmoshe,Needs Review,Medium,Payfac,8398,no,yes
60291,FAMILY IN CRISIS,eliandchayala@gmail.com,https://secure.cardknox.com/familyincrisis,familyincrisis,Needs Review,Medium,Payfac,8398,no,yes
60433,Zichron Yehudah,ekagan123@gmail.com,https://secure.cardknox.com/zichronyehudah,zichronyehudah,Needs Review,Medium,Payfac,8398,no,yes
60617,Gizber* CONG BMTYT,bmtytmonsey@gmail.com,https://secure.cardknox.com/gizbercongbmtyt,gizbercongbmtyt,Needs Review,Medium,Payfac,8398,no,yes
60687,Gizber* Cong Brod,congbrod@gmail.com,https://secure.cardknox.com/gizbercongbrod,gizbercongbrod,Needs Review,Medium,Payfac,8398,no,yes
60982,American Friends Of Yeshiva Beer Yaakov,sblum012@gmail.com,https://secure.cardknox.com/americanfriendsofyeshivabeeryaakov,americanfriendsofyeshivabeeryaakov,Needs Review,Medium,Payfac,8398,no,yes
61012,Zoreia Tzedakos VBS,3197510@gmail.com,https://secure.cardknox.com/zoreiatzedakosvbs,zoreiatzedakosvbs,Needs Review,Medium,Payfac,8398,no,yes
61194,Kipas Radishitz,apples7200@gmail.com,https://secure.cardknox.com/kipasradishitz,kipasradishitz,Needs Review,Medium,Payfac,8398,no,yes
61227,Howell Kollel,bmofcandlewood@gmail.com,https://secure.cardknox.com/howellkollel,howellkollel,Needs Review,Medium,Payfac,8398,no,yes
61456,IT Publications,yzmye312@gmail.com,https://secure.cardknox.com/itpublications,itpublications,Needs Review,Medium,Payfac,8398,no,yes
61579,Beis Eliyahu,beoffice12@gmail.com,https://secure.cardknox.com/beiseliyahu,beiseliyahu,Needs Review,Medium,Payfac,8398,no,yes
61629,Stolin Keren Ezer L'talmidim,reg@ysknj.org,https://secure.cardknox.com/stolinkerenezerltalmidim,stolinkerenezerltalmidim,Needs Review,Medium,Payfac,8398,no,yes
61805,Bais Medrash Of Westgate Nusach Sefard,david@hutmancpa.com,https://secure.cardknox.com/baismedrashofwestgatenusachsefard,baismedrashofwestgatenusachsefard,Needs Review,Medium,Payfac,8398,no,yes
61977,Mifal Ahava V'chesed *Gizber,kehilasbobov@gmail.com,https://secure.cardknox.com/mifalahavavchesedgizber,mifalahavavchesedgizber,Needs Review,Medium,Payfac,8398,no,yes
62109,Noam Hatorah,yandfgross@gmail.com,https://secure.cardknox.com/noamhatorah1,noamhatorah1,Needs Review,Medium,Payfac,8398,no,yes
62191,Congregation Melrose,mordylicht@gmail.com,https://secure.cardknox.com/congregationmelrose,congregationmelrose,Needs Review,Medium,Payfac,8398,no,yes
62192,Kollel Ohr Mordechai,mordylicht@gmail.com,https://secure.cardknox.com/kollelohrmordechai,kollelohrmordechai,Needs Review,Medium,Payfac,8398,no,yes
62199,Kollel Tiferes Yosef,s526772000@gmail.com,https://secure.cardknox.com/kolleltiferesyosef,kolleltiferesyosef,Needs Review,Medium,Payfac,8398,no,yes
62201,Kupas Dexter Park,kupasdexterpark@gmail.com,https://secure.cardknox.com/kupasdexterpark,kupasdexterpark,Needs Review,Medium,Payfac,8398,no,yes
62264,Keren Or Premishlan,premishlanusa@gmail.com,https://secure.cardknox.com/kerenorpremishlan,kerenorpremishlan,Needs Review,Medium,Payfac,8398,no,yes
62352,Kollel Zichron Shmuel,wesleyhillskollel@gmail.com,https://secure.cardknox.com/kollelzichronshmuel1,kollelzichronshmuel1,Needs Review,Medium,Payfac,8398,no,yes
62133,Congregation Avreichim,seewaldcpa@gmail.com,https://secure.cardknox.com/congregationavreichim1,congregationavreichim1,Needs Review,Medium,Payfac,8398,no,yes
61584,Gizber* VAYIZRA YITZCHOK,systrulovics@gmail.com,https://secure.cardknox.com/gizbervayizrayitzchok,gizbervayizrayitzchok,Needs Review,Medium,Payfac,8398,no,yes
62554,Keren Talmidei Noam,pearlchananya@gmail.com,https://secure.cardknox.com/kerentalmideinoam,kerentalmideinoam,Needs Review,Medium,Payfac,8398,no,yes
62672,Comfort Zone Community,estee@thecomfortzone.info,https://secure.cardknox.com/comfortzonecommunity1,comfortzonecommunity1,Needs Review,Medium,Payfac,8398,no,yes
54141,Uta Of Lakewood School,sy.matyas@uta.school,https://secure.cardknox.com/utaoflakewoodtippinglink,utaoflakewoodtippinglink,Needs Review,Medium,Payfac,8398,no,yes
62945,MYRCB Alumni Minyan of Avenue I,myrcbalumniminyan@gmail.com,https://secure.cardknox.com/myrcbalumniminyanofavenuei,myrcbalumniminyanofavenuei,Needs Review,Medium,Payfac,8398,no,yes
62882,Gemach Of Tanglewood,gemachoftanglewood@gmail.com,https://secure.cardknox.com/gemachoftanglewood,gemachoftanglewood,Needs Review,Medium,Payfac,8398,no,yes
62986,Tiferes Yakov,tiferesyakovsv@gmail.com,https://secure.cardknox.com/tiferesyakov,tiferesyakov,Needs Review,Medium,Payfac,8398,no,yes
63506,Keren Achdus,kerenachdus@gmail.com,https://secure.cardknox.com/kerenachdus,kerenachdus,Needs Review,Medium,Payfac,8398,no,yes
63507,Congregation Zichron Yehoshua 4,aklugman@gmail.com,https://secure.cardknox.com/congregationzichronyehoshua4,congregationzichronyehoshua4,Needs Review,Medium,Payfac,8398,no,yes
63596,Zhitomir,zitomir18@gmail.com,https://secure.cardknox.com/zhitomir,zhitomir,Needs Review,Medium,Payfac,8398,no,yes
63899,Cong. Dinov Kipes Rabeiny,dinov08@gmail.com,https://secure.cardknox.com/congdinovkipesrabeiny,congdinovkipesrabeiny,Needs Review,Medium,Payfac,8398,no,yes
63895,Cong Yetev Lev - Walworth,congnachlesyakov@gmail.com,https://secure.cardknox.com/convyetevlevwalworth,convyetevlevwalworth,Needs Review,Medium,Payfac,8398,no,yes
64027,KEHILAT SEFARADIM BENEI TORAH,mknewjersey@gmail.com,https://secure.cardknox.com/kehilatsefaradimbeneitorah,kehilatsefaradimbeneitorah,Needs Review,Medium,Payfac,8398,no,yes
63603,Zichron Shmuel Inc,rabbigourarie@zichronshmuel.com,https://secure.cardknox.com/zichronshmuelinc,zichronshmuelinc,Needs Review,Medium,Payfac,8398,no,yes
64182,Bais Medrash Of S. Candlewood,bmscandlewood@gmail.com,https://secure.cardknox.com/baismedrashofscandlewood,baismedrashofscandlewood,Needs Review,Medium,Payfac,8398,no,yes
64284,khal ohr zorach acct c,misradhasefer@gmail.com,https://secure.cardknox.com/khalohrzorachcharityfund,khalohrzorachcharityfund,Donation,High,Payfac,8398,yes,yes
63957,Aishel Avraham Avinu,aishelguesthouse@gmail.com,https://secure.cardknox.com/aishelavrahamavinu,aishelavrahamavinu,Needs Review,Medium,Payfac,8398,no,yes
